Chronologic VCS simulator copyright 1991-2017
Contains Synopsys proprietary information.
Compiler version N-2017.12-SP2-1_Full64; Runtime version N-2017.12-SP2-1_Full64;  Mar 15 15:50 2020
start
Time|reset|load_in|CDB_PRF_idx|CDB_valid|opa_in|opa_valid_in|opb_in|opb_valid_in|opa_out|opb_out|num_is_free|is_free_hub|ready_hub|reset_hub
   0  x    x      xx        xxx   xxxxxxxx     x     xxxxxxxx     x    xxxxxxxx   xxxxxxxx      x    xxxxxxxxxxxxxxxx    xxxxxxxxxxxxxxxx     xxxxxxxxxxxxxxxx
  10  1    0      xx        xxx   xxxxxxxx     x     xxxxxxxx     x    00000000   00000000      x    xxxxxxxxxxxxxxxx    xxxxxxxxxxxxxxxx     1111111111111111
4626  0    1      2c        000   00000032     0     00000008     0    487dd390   00000000      1    0000000000100000    0011111111011110     0011000000000010
4630  0    1      32        111   f409cee8     1     00000008     0    487dd390   00000000      1    0000000000100000    0011111111011110     0011000000000010
4636  0    1      32        111   f409cee8     1     00000008     0    487dd390   00000000      1    0000000000100000    0000111111011100     0000110000000100
4640  0    1      32        000   f409cee8     1     00000008     0    487dd390   00000000      1    0000000000100000    0000111111011100     0000110000000100
4646  0    1      32        000   f409cee8     1     00000008     0    487dd390   00000000      1    0000000000100000    0000001111011000     0000001100001000
4656  0    1      32        000   f409cee8     1     00000008     0    ca52fa94   7475f7e8      1    0000000000100000    0000000011010000     0000000011010000
4660  0    1      08        111   afedbc5f     1     5b0a85b6     1    ca52fa94   7475f7e8      1    0000000000100000    0000000011010000     0000000011010000
4666  0    1      08        111   afedbc5f     1     5b0a85b6     1    00000000   00000000      1    0000000000100000    1111111111011111     1100000000000001
4670  0    1      08        000   0000003d     0     0000001d     0    00000000   00000000      1    0000000000100000    1111111111011111     1100000000000001
4676  0    1      08        000   0000003d     0     0000001d     0    a1d3a043   00000000      1    0000000000100000    0011111111011110     0011000000000010
4680  0    1      3d        111   155b332a     1     0000001d     0    a1d3a043   00000000      1    0000000000100000    0011111111011110     0011000000000010
4686  0    1      3d        111   155b332a     1     0000001d     0    a1d3a043   00000000      1    0000000000100000    0000111111011100     0000110000000100
4690  0    1      3d        000   155b332a     1     0000001d     0    a1d3a043   00000000      1    0000000000100000    0000111111011100     0000110000000100
4696  0    1      3d        000   155b332a     1     0000001d     0    a1d3a043   00000000      1    0000000000100000    0000001111011000     0000001100001000
4706  0    1      3d        000   155b332a     1     0000001d     0    d8635eb0   dc2714b8      1    0000000000100000    0000000011010000     0000000011010000
4710  0    1      1d        111   13104526     1     bdac487b     1    d8635eb0   dc2714b8      1    0000000000100000    0000000011010000     0000000011010000
4716  0    1      1d        111   13104526     1     bdac487b     1    ffffffff   00000000      1    0000000000100000    1111111111011111     1100000000000001
4720  0    1      1d        000   00000032     0     00000002     0    ffffffff   00000000      1    0000000000100000    1111111111011111     1100000000000001
4726  0    1      1d        000   00000032     0     00000002     0    91dfe823   00000000      1    0000000000100000    0011111111011110     0011000000000010
4730  0    1      32        111   9a4c7e34     1     00000002     0    91dfe823   00000000      1    0000000000100000    0011111111011110     0011000000000010
4736  0    1      32        111   9a4c7e34     1     00000002     0    91dfe823   00000000      1    0000000000100000    0000111111011100     0000110000000100
4740  0    1      32        000   9a4c7e34     1     00000002     0    91dfe823   00000000      1    0000000000100000    0000111111011100     0000110000000100
4746  0    1      32        000   9a4c7e34     1     00000002     0    91dfe823   00000000      1    0000000000100000    0000001111011000     0000001100001000
4756  0    1      32        000   9a4c7e34     1     00000002     0    efc052df   c8bb7c91      1    0000000000100000    0000000011010000     0000000011010000
4760  0    1      02        111   b2d0f065     1     0f38d91e     1    efc052df   c8bb7c91      1    0000000000100000    0000000011010000     0000000011010000
4766  0    1      02        111   b2d0f065     1     0f38d91e     1    00000000   ffffffff      1    0000000000100000    1111111111011111     1100000000000001
4770  0    1      02        000   0000001b     0     00000032     0    00000000   ffffffff      1    0000000000100000    1111111111011111     1100000000000001
4776  0    1      02        000   0000001b     0     00000032     0    e994fed3   ffffffff      1    0000000000100000    0011111111011110     0011000000000010
4780  0    1      1b        111   03f83307     1     00000032     0    e994fed3   ffffffff      1    0000000000100000    0011111111011110     0011000000000010
4786  0    1      1b        111   03f83307     1     00000032     0    e994fed3   ffffffff      1    0000000000100000    0000111111011100     0000110000000100
4790  0    1      1b        000   03f83307     1     00000032     0    e994fed3   ffffffff      1    0000000000100000    0000111111011100     0000110000000100
4796  0    1      1b        000   03f83307     1     00000032     0    e994fed3   ffffffff      1    0000000000100000    0000001111011000     0000001100001000
4806  0    1      1b        000   03f83307     1     00000032     0    d8320ab0   bd792e7a      1    0000000000100000    0000000011010000     0000000011010000
4810  0    1      32        111   629f27c5     1     39d82973     1    d8320ab0   bd792e7a      1    0000000000100000    0000000011010000     0000000011010000
4816  0    1      32        111   629f27c5     1     39d82973     1    00000000   00000000      1    0000000000100000    1111111111011111     1100000000000001
4820  0    1      32        000   00000016     0     00000016     0    00000000   00000000      1    0000000000100000    1111111111011111     1100000000000001
4826  0    1      32        000   00000016     0     00000016     0    113ff722   00000000      1    0000000000100000    0011111111011110     0011000000000010
4830  0    1      16        111   c5463e8a     1     00000016     0    113ff722   00000000      1    0000000000100000    0011111111011110     0011000000000010
4836  0    1      16        111   c5463e8a     1     00000016     0    113ff722   00000000      1    0000000000100000    0101111111011100     0101000000000100
4840  0    1      16        000   c5463e8a     1     00000016     0    113ff722   00000000      1    0000000000100000    0101111111011100     0101000000000100
4846  0    1      16        000   c5463e8a     1     00000016     0    113ff722   00000000      1    0000000000100000    0000111111011000     0000110000001000
4856  0    1      16        000   c5463e8a     1     00000016     0    791bfdf2   d40070a8      1    0000000000100000    0000001111010000     0000001100010000
4860  0    1      16        111   1713852e     1     57f519af     1    791bfdf2   d40070a8      1    0000000000100000    0000001111010000     0000001100010000
4866  0    1      16        111   1713852e     1     57f519af     1    ffffffff   ffffffff      1    0000000000100000    1111111111011111     1100000000000001
4870  0    1      16        000   0000000e     0     0000002d     0    ffffffff   ffffffff      1    0000000000100000    1111111111011111     1100000000000001
4876  0    1      16        000   0000000e     0     0000002d     0    83a4fa07   ffffffff      1    0000000000100000    0011111111011110     0011000000000010
4880  0    1      0e        111   999fe033     1     0000002d     0    83a4fa07   ffffffff      1    0000000000100000    0011111111011110     0011000000000010
4886  0    1      0e        111   999fe033     1     0000002d     0    83a4fa07   ffffffff      1    0000000000100000    0000111111011100     0000110000000100
4890  0    1      0e        000   999fe033     1     0000002d     0    83a4fa07   ffffffff      1    0000000000100000    0000111111011100     0000110000000100
4896  0    1      0e        000   999fe033     1     0000002d     0    83a4fa07   ffffffff      1    0000000000100000    0000001111011000     0000001100001000
4906  0    1      0e        000   999fe033     1     0000002d     0    3dd3d57b   17341f2e      1    0000000000100000    0000000011010000     0000000011010000
4910  0    1      2d        111   34f04d69     1     52ad53a5     1    3dd3d57b   17341f2e      1    0000000000100000    0000000011010000     0000000011010000
4916  0    1      2d        111   34f04d69     1     52ad53a5     1    00000000   ffffffff      1    0000000000100000    1111111111011111     1100000000000001
4920  0    1      2d        000   00000016     0     0000001b     0    00000000   ffffffff      1    0000000000100000    1111111111011111     1100000000000001
4926  0    1      2d        000   00000016     0     0000001b     0    96a2b82d   ffffffff      1    0000000000100000    0011111111011110     0011000000000010
4930  0    1      16        111   26b6814d     1     0000001b     0    96a2b82d   ffffffff      1    0000000000100000    0011111111011110     0011000000000010
4936  0    1      16        111   26b6814d     1     0000001b     0    96a2b82d   ffffffff      1    0000000000100000    0000111111011100     0000110000000100
4940  0    1      16        000   26b6814d     1     0000001b     0    96a2b82d   ffffffff      1    0000000000100000    0000111111011100     0000110000000100
4946  0    1      16        000   26b6814d     1     0000001b     0    96a2b82d   ffffffff      1    0000000000100000    0000001111011000     0000001100001000
4956  0    1      16        000   26b6814d     1     0000001b     0    9f43423e   568913ad      1    0000000000100000    0000000011010000     0000000011010000
4960  0    1      1b        111   0248b504     1     2fb42f5f     1    9f43423e   568913ad      1    0000000000100000    0000000011010000     0000000011010000
4966  0    1      1b        111   0248b504     1     2fb42f5f     1    00000000   00000000      1    0000000000100000    1111111111011111     1100000000000001
4970  0    1      1b        000   00000007     0     0000000c     0    00000000   00000000      1    0000000000100000    1111111111011111     1100000000000001
4976  0    1      1b        000   00000007     0     0000000c     0    2034b140   00000000      1    0000000000100000    0011111111011110     0011000000000010
4980  0    1      07        111   b9158e72     1     0000000c     0    2034b140   00000000      1    0000000000100000    0011111111011110     0011000000000010
4986  0    1      07        111   b9158e72     1     0000000c     0    2034b140   00000000      1    0000000000100000    0000111111011100     0000110000000100
4990  0    1      07        000   b9158e72     1     0000000c     0    2034b140   00000000      1    0000000000100000    0000111111011100     0000110000000100
4996  0    1      07        000   b9158e72     1     0000000c     0    2034b140   00000000      1    0000000000100000    0000001111011000     0000001100001000
5006  0    1      07        000   b9158e72     1     0000000c     0    c94ce892   6b9481d7      1    0000000000100000    0000000011010000     0000000011010000
5010  0    1      0c        111   29a75553     1     a560904a     1    c94ce892   6b9481d7      1    0000000000100000    0000000011010000     0000000011010000
5016  0    1      0c        111   29a75553     1     a560904a     1    00000000   00000000      1    0000000000100000    1111111111011111     1100000000000001
5020  0    1      0c        000   00000009     0     00000025     0    00000000   00000000      1    0000000000100000    1111111111011111     1100000000000001
5026  0    1      0c        000   00000009     0     00000025     0    0e6ca91c   00000000      1    0000000000100000    0011111111011110     0011000000000010
5030  0    1      09        111   cdf76a9b     1     00000025     0    0e6ca91c   00000000      1    0000000000100000    0011111111011110     0011000000000010
5036  0    1      09        111   cdf76a9b     1     00000025     0    0e6ca91c   00000000      1    0000000000100000    0000111111011100     0000110000000100
5040  0    1      09        000   cdf76a9b     1     00000025     0    0e6ca91c   00000000      1    0000000000100000    0000111111011100     0000110000000100
5046  0    1      09        000   cdf76a9b     1     00000025     0    0e6ca91c   00000000      1    0000000000100000    0000001111011000     0000001100001000
5056  0    1      09        000   cdf76a9b     1     00000025     0    f32c32e6   eb715cd6      1    0000000000100000    0000000011010000     0000000011010000
5060  0    1      25        111   2ecb7d5d     1     465dc78c     1    f32c32e6   eb715cd6      1    0000000000100000    0000000011010000     0000000011010000
5066  0    1      25        111   2ecb7d5d     1     465dc78c     1    ffffffff   ffffffff      1    0000000000100000    1111111111011111     1100000000000001
5070  0    1      25        000   00000020     0     0000000f     0    ffffffff   ffffffff      1    0000000000100000    1111111111011111     1100000000000001
5076  0    1      25        000   00000020     0     0000000f     0    b6bafc6d   ffffffff      1    0000000000100000    0011111111011110     0011000000000010
5080  0    1      20        111   1d95433b     1     0000000f     0    b6bafc6d   ffffffff      1    0000000000100000    0011111111011110     0011000000000010
5086  0    1      20        111   1d95433b     1     0000000f     0    b6bafc6d   ffffffff      1    0000000000100000    0000111111011100     0000110000000100
5090  0    1      20        000   1d95433b     1     0000000f     0    b6bafc6d   ffffffff      1    0000000000100000    0000111111011100     0000110000000100
5096  0    1      20        000   1d95433b     1     0000000f     0    b6bafc6d   ffffffff      1    0000000000100000    0000001111011000     0000001100001000
5106  0    1      20        000   1d95433b     1     0000000f     0    f0c834e1   2354b146      1    0000000000100000    0000000011010000     0000000011010000
5110  0    1      0f        111   0a559d14     1     2f376f5e     1    f0c834e1   2354b146      1    0000000000100000    0000000011010000     0000000011010000
5116  0    1      0f        111   0a559d14     1     2f376f5e     1    ffffffff   00000000      1    0000000000100000    1111111111011111     1100000000000001
5120  0    1      0f        000   0000000f     0     00000008     0    ffffffff   00000000      1    0000000000100000    1111111111011111     1100000000000001
5126  0    1      0f        000   0000000f     0     00000008     0    e49e06c9   00000000      1    0000000000100000    0011111111011110     0011000000000010
5130  0    1      0f        111   27e9ed4f     1     00000008     0    e49e06c9   00000000      1    0000000000100000    0011111111011110     0011000000000010
5136  0    1      0f        111   27e9ed4f     1     00000008     0    e49e06c9   00000000      1    0000000000100000    0000111111011100     0000110000000100
5140  0    1      0f        000   27e9ed4f     1     00000008     0    e49e06c9   00000000      1    0000000000100000    0000111111011100     0000110000000100
5146  0    1      0f        000   27e9ed4f     1     00000008     0    e49e06c9   00000000      1    0000000000100000    0000001111011000     0000001100001000
5156  0    1      0f        000   27e9ed4f     1     00000008     0    6fb197df   7b6909f6      1    0000000000100000    0000000011010000     0000000011010000
5160  0    1      08        111   4d7a999a     1     c6b84e8d     1    6fb197df   7b6909f6      1    0000000000100000    0000000011010000     0000000011010000
5166  0    1      08        111   4d7a999a     1     c6b84e8d     1    00000000   00000000      1    0000000000100000    1111111111011111     1100000000000001
5170  0    1      08        000   00000029     0     00000008     0    00000000   00000000      1    0000000000100000    1111111111011111     1100000000000001
5176  0    1      08        000   00000029     0     00000008     0    79907bf3   00000000      1    0000000000100000    0011111111011110     0011000000000010
5180  0    1      29        111   929fcc25     1     00000008     0    79907bf3   00000000      1    0000000000100000    0011111111011110     0011000000000010
5186  0    1      29        111   929fcc25     1     00000008     0    79907bf3   00000000      1    0000000000100000    0000111111011100     0000110000000100
5190  0    1      29        000   929fcc25     1     00000008     0    79907bf3   00000000      1    0000000000100000    0000111111011100     0000110000000100
5196  0    1      29        000   929fcc25     1     00000008     0    79907bf3   00000000      1    0000000000100000    0000001111011000     0000001100001000
5206  0    1      29        000   929fcc25     1     00000008     0    6d4365da   dcc8c8b9      1    0000000000100000    0000000011010000     0000000011010000
5210  0    1      08        111   20963d41     1     86d43a0d     1    6d4365da   dcc8c8b9      1    0000000000100000    0000000011010000     0000000011010000
5216  0    1      08        111   20963d41     1     86d43a0d     1    ffffffff   ffffffff      1    0000000000100000    1111111111011111     1100000000000001
5220  0    1      08        000   00000030     0     00000001     0    ffffffff   ffffffff      1    0000000000100000    1111111111011111     1100000000000001
5226  0    1      08        000   00000030     0     00000001     0    2fcecb5f   ffffffff      1    0000000000100000    0011111111011110     0011000000000010
5230  0    1      30        111   21a1b143     1     00000001     0    2fcecb5f   ffffffff      1    0000000000100000    0011111111011110     0011000000000010
5236  0    1      30        111   21a1b143     1     00000001     0    2fcecb5f   ffffffff      1    0000000000100000    0000111111011100     0000110000000100
5240  0    1      30        000   21a1b143     1     00000001     0    2fcecb5f   ffffffff      1    0000000000100000    0000111111011100     0000110000000100
5246  0    1      30        000   21a1b143     1     00000001     0    2fcecb5f   ffffffff      1    0000000000100000    0000001111011000     0000001100001000
5256  0    1      30        000   21a1b143     1     00000001     0    6c1efbd8   ef2f94de      1    0000000000100000    0000000011010000     0000000011010000
5260  0    1      01        111   9734842e     1     1694f12d     1    6c1efbd8   ef2f94de      1    0000000000100000    0000000011010000     0000000011010000
5266  0    1      01        111   9734842e     1     1694f12d     1    00000000   00000000      1    0000000000100000    1111111111011111     1100000000000001
5270  0    1      01        000   0000003c     0     00000013     0    00000000   00000000      1    0000000000100000    1111111111011111     1100000000000001
5276  0    1      01        000   0000003c     0     00000013     0    b74b866e   00000000      1    0000000000100000    0011111111011110     0011000000000010
5280  0    1      3c        111   6c86b7d9     1     00000013     0    b74b866e   00000000      1    0000000000100000    0011111111011110     0011000000000010
5286  0    1      3c        111   6c86b7d9     1     00000013     0    b74b866e   00000000      1    0000000000100000    0000111111011100     0000110000000100
5290  0    1      3c        000   6c86b7d9     1     00000013     0    b74b866e   00000000      1    0000000000100000    0000111111011100     0000110000000100
5296  0    1      3c        000   6c86b7d9     1     00000013     0    b74b866e   00000000      1    0000000000100000    0000001111011000     0000001100001000
5306  0    1      3c        000   6c86b7d9     1     00000013     0    f5fae0eb   e0baa8c1      1    0000000000100000    0000000011010000     0000000011010000
5310  0    1      13        111   21ea1343     1     ee41fedc     1    f5fae0eb   e0baa8c1      1    0000000000100000    0000000011010000     0000000011010000
5316  0    1      13        111   21ea1343     1     ee41fedc     1    00000000   ffffffff      1    0000000000100000    1111111111011111     1100000000000001
5320  0    1      13        000   0000002c     0     00000029     0    00000000   ffffffff      1    0000000000100000    1111111111011111     1100000000000001
5326  0    1      13        000   0000002c     0     00000029     0    5feab5bf   ffffffff      1    0000000000100000    0011111111011110     0011000000000010
5330  0    1      2c        111   d9d124b3     1     00000029     0    5feab5bf   ffffffff      1    0000000000100000    0011111111011110     0011000000000010
5336  0    1      2c        111   d9d124b3     1     00000029     0    5feab5bf   ffffffff      1    0000000000100000    0000111111011100     0000110000000100
5340  0    1      2c        000   d9d124b3     1     00000029     0    5feab5bf   ffffffff      1    0000000000100000    0000111111011100     0000110000000100
5346  0    1      2c        000   d9d124b3     1     00000029     0    5feab5bf   ffffffff      1    0000000000100000    0000001111011000     0000001100001000
5356  0    1      2c        000   d9d124b3     1     00000029     0    bb7cac76   5dd03dbb      1    0000000000100000    0000000011010000     0000000011010000
5360  0    1      29        111   ca137c94     1     7dbb99fb     1    bb7cac76   5dd03dbb      1    0000000000100000    0000000011010000     0000000011010000
5366  0    1      29        111   ca137c94     1     7dbb99fb     1    00000000   ffffffff      1    0000000000100000    1111111111011111     1100000000000001
5370  0    1      29        000   00000009     0     0000001b     0    00000000   ffffffff      1    0000000000100000    1111111111011111     1100000000000001
5376  0    1      29        000   00000009     0     0000001b     0    c5dc3a8b   ffffffff      1    0000000000100000    0011111111011110     0011000000000010
5380  0    1      09        111   8db84e1b     1     0000001b     0    c5dc3a8b   ffffffff      1    0000000000100000    0011111111011110     0011000000000010
5386  0    1      09        111   8db84e1b     1     0000001b     0    ffffffff   ffffffff      1    0000000000100000    0000111111011111     0000110000000001
5390  0    1      09        000   8db84e1b     1     0000001b     0    ffffffff   ffffffff      1    0000000000100000    0000111111011111     0000110000000001
5396  0    1      09        000   8db84e1b     1     0000001b     0    ecad3cd9   ffffffff      1    0000000000100000    0000001111011110     0000001100000010
5406  0    1      09        000   8db84e1b     1     0000001b     0    c5dc3a8b   ffffffff      1    0000000000100000    0000000011011100     0000000011000100
5410  0    1      1b        111   4d53b99a     1     09c08713     1    c5dc3a8b   ffffffff      1    0000000000100000    0000000011011100     0000000011000100
5416  0    1      1b        111   4d53b99a     1     09c08713     1    ecad3cd9   ffffffff      1    0000000000100000    1111111111011111     1100000000000001
5420  0    1      1b        000   00000037     0     00000002     0    ecad3cd9   ffffffff      1    0000000000100000    1111111111011111     1100000000000001
5426  0    1      1b        000   00000037     0     00000002     0    ecad3cd9   ffffffff      1    0000000000100000    0011111111011110     0011000000000010
5430  0    1      37        111   0cf57319     1     00000002     0    ecad3cd9   ffffffff      1    0000000000100000    0011111111011110     0011000000000010
5436  0    1      37        111   0cf57319     1     00000002     0    049bb709   b29dfc65      1    0000000000100000    0000111111011100     0000110000000100
5440  0    1      37        000   0cf57319     1     00000002     0    049bb709   b29dfc65      1    0000000000100000    0000111111011100     0000110000000100
5446  0    1      37        000   0cf57319     1     00000002     0    c5dc3a8b   ffffffff      1    0000000000100000    0000001111011000     0000001100001000
5456  0    1      37        000   0cf57319     1     00000002     0    5695dbad   5905e9b2      1    0000000000100000    0000000011010000     0000000011010000
5460  0    1      02        111   8e697a1c     1     5f96f5bf     1    5695dbad   5905e9b2      1    0000000000100000    0000000011010000     0000000011010000
5466  0    1      02        111   8e697a1c     1     5f96f5bf     1    ffffffff   ffffffff      1    0000000000100000    1111111111011111     1100000000000001
5470  0    1      02        000   00000013     0     00000028     0    ffffffff   ffffffff      1    0000000000100000    1111111111011111     1100000000000001
5476  0    1      02        000   00000013     0     00000028     0    d36876a6   ffffffff      1    0000000000100000    0011111111011110     0011000000000010
5480  0    1      13        111   04cb9f09     1     00000028     0    d36876a6   ffffffff      1    0000000000100000    0011111111011110     0011000000000010
5486  0    1      13        111   04cb9f09     1     00000028     0    d36876a6   ffffffff      1    0000000000100000    0000111111011100     0000110000000100
5490  0    1      13        000   04cb9f09     1     00000028     0    d36876a6   ffffffff      1    0000000000100000    0000111111011100     0000110000000100
5496  0    1      13        000   04cb9f09     1     00000028     0    d36876a6   ffffffff      1    0000000000100000    0000001111011000     0000001100001000
5506  0    1      13        000   04cb9f09     1     00000028     0    cc123898   a4f3e649      1    0000000000100000    0000000011010000     0000000011010000
5510  0    1      28        111   16b38f2d     1     c750608e     1    cc123898   a4f3e649      1    0000000000100000    0000000011010000     0000000011010000
5516  0    1      28        111   16b38f2d     1     c750608e     1    00000000   00000000      1    0000000000100000    1111111111011111     1100000000000001
5520  0    1      28        000   00000007     0     0000003c     0    00000000   00000000      1    0000000000100000    1111111111011111     1100000000000001
5526  0    1      28        000   00000007     0     0000003c     0    3fdda17f   00000000      1    0000000000100000    0011111111011110     0011000000000010
5530  0    1      07        111   28428950     1     0000003c     0    3fdda17f   00000000      1    0000000000100000    0011111111011110     0011000000000010
5536  0    1      07        111   28428950     1     0000003c     0    3fdda17f   00000000      1    0000000000100000    0000111111011100     0000110000000100
5540  0    1      07        000   28428950     1     0000003c     0    3fdda17f   00000000      1    0000000000100000    0000111111011100     0000110000000100
5546  0    1      07        000   28428950     1     0000003c     0    3fdda17f   00000000      1    0000000000100000    0000001111011000     0000001100001000
5556  0    1      07        000   28428950     1     0000003c     0    1ee1e53d   86ef900d      1    0000000000100000    0000000011010000     0000000011010000
5560  0    1      3c        111   ff7c3efe     1     73a06fe7     1    1ee1e53d   86ef900d      1    0000000000100000    0000000011010000     0000000011010000
5566  0    1      3c        111   ff7c3efe     1     73a06fe7     1    ffffffff   00000000      1    0000000000100000    1111111111011111     1100000000000001
5570  0    1      3c        000   0000001f     0     0000002d     0    ffffffff   00000000      1    0000000000100000    1111111111011111     1100000000000001
5576  0    1      3c        000   0000001f     0     0000002d     0    38e7d371   00000000      1    0000000000100000    0011111111011110     0011000000000010
5580  0    1      1f        111   0f4c731e     1     0000002d     0    38e7d371   00000000      1    0000000000100000    0011111111011110     0011000000000010
5586  0    1      1f        111   0f4c731e     1     0000002d     0    38e7d371   00000000      1    0000000000100000    0000111111011100     0000110000000100
5590  0    1      1f        000   0f4c731e     1     0000002d     0    38e7d371   00000000      1    0000000000100000    0000111111011100     0000110000000100
5596  0    1      1f        000   0f4c731e     1     0000002d     0    38e7d371   00000000      1    0000000000100000    0000001111011000     0000001100001000
5606  0    1      1f        000   0f4c731e     1     0000002d     0    5470aba8   e757bece      1    0000000000100000    0000000011010000     0000000011010000
5610  0    1      2d        111   7be3aff7     1     c2fed685     1    5470aba8   e757bece      1    0000000000100000    0000000011010000     0000000011010000
5616  0    1      2d        111   7be3aff7     1     c2fed685     1    ffffffff   00000000      1    0000000000100000    1111111111011111     1100000000000001
5620  0    1      2d        000   0000000c     0     00000008     0    ffffffff   00000000      1    0000000000100000    1111111111011111     1100000000000001
5626  0    1      2d        000   0000000c     0     00000008     0    d74adcae   00000000      1    0000000000100000    0011111111011110     0011000000000010
5630  0    1      0c        111   af4f105e     1     00000008     0    d74adcae   00000000      1    0000000000100000    0011111111011110     0011000000000010
5636  0    1      0c        111   af4f105e     1     00000008     0    d74adcae   00000000      1    0000000000100000    0000111111011100     0000110000000100
5640  0    1      0c        000   af4f105e     1     00000008     0    d74adcae   00000000      1    0000000000100000    0000111111011100     0000110000000100
5646  0    1      0c        000   af4f105e     1     00000008     0    d74adcae   00000000      1    0000000000100000    0000001111011000     0000001100001000
5656  0    1      0c        000   af4f105e     1     00000008     0    ffd5c4ff   ab9b7457      1    0000000000100000    0000000011010000     0000000011010000
5660  0    1      08        111   d40140a8     1     288c3551     1    ffd5c4ff   ab9b7457      1    0000000000100000    0000000011010000     0000000011010000
5666  0    1      08        111   d40140a8     1     288c3551     1    ffffffff   00000000      1    0000000000100000    1111111111011111     1100000000000001
5670  0    1      08        000   00000003     0     00000019     0    ffffffff   00000000      1    0000000000100000    1111111111011111     1100000000000001
5676  0    1      08        000   00000003     0     00000019     0    aa7fac54   00000000      1    0000000000100000    0011111111011110     0011000000000010
5680  0    1      03        111   0d47591a     1     00000019     0    aa7fac54   00000000      1    0000000000100000    0011111111011110     0011000000000010
5686  0    1      03        111   0d47591a     1     00000019     0    aa7fac54   00000000      1    0000000000100000    0000111111011100     0000110000000100
5690  0    1      03        000   0d47591a     1     00000019     0    aa7fac54   00000000      1    0000000000100000    0000111111011100     0000110000000100
5696  0    1      03        000   0d47591a     1     00000019     0    aa7fac54   00000000      1    0000000000100000    0000001111011000     0000001100001000
5706  0    1      03        000   0d47591a     1     00000019     0    5d209bba   aa6a4c54      1    0000000000100000    0000000011010000     0000000011010000
5710  0    1      19        111   df93f2bf     1     33f1f567     1    5d209bba   aa6a4c54      1    0000000000100000    0000000011010000     0000000011010000
5716  0    1      19        111   df93f2bf     1     33f1f567     1    00000000   00000000      1    0000000000100000    1111111111011111     1100000000000001
5720  0    1      19        000   00000028     0     0000000f     0    00000000   00000000      1    0000000000100000    1111111111011111     1100000000000001
5726  0    1      19        000   00000028     0     0000000f     0    5a87adb5   00000000      1    0000000000100000    0011111111011110     0011000000000010
5730  0    1      28        111   608077c1     1     0000000f     0    5a87adb5   00000000      1    0000000000100000    0011111111011110     0011000000000010
5736  0    1      28        111   608077c1     1     0000000f     0    5a87adb5   00000000      1    0000000000100000    0000111111011100     0000110000000100
5740  0    1      28        000   608077c1     1     0000000f     0    5a87adb5   00000000      1    0000000000100000    0000111111011100     0000110000000100
5746  0    1      28        000   608077c1     1     0000000f     0    5a87adb5   00000000      1    0000000000100000    0000001111011000     0000001100001000
5756  0    1      28        000   608077c1     1     0000000f     0    856aa00a   9e33e23c      1    0000000000100000    0000000011010000     0000000011010000
5760  0    1      0f        111   6259bfc4     1     1e35313c     1    856aa00a   9e33e23c      1    0000000000100000    0000000011010000     0000000011010000
5766  0    1      0f        111   6259bfc4     1     1e35313c     1    ffffffff   00000000      1    0000000000100000    1111111111011111     1100000000000001
5770  0    1      0f        000   0000000f     0     00000005     0    ffffffff   00000000      1    0000000000100000    1111111111011111     1100000000000001
5776  0    1      0f        000   0000000f     0     00000005     0    619f21c3   00000000      1    0000000000100000    0011111111011110     0011000000000010
5780  0    1      0f        111   b1959a63     1     00000005     0    619f21c3   00000000      1    0000000000100000    0011111111011110     0011000000000010
5786  0    1      0f        111   b1959a63     1     00000005     0    619f21c3   00000000      1    0000000000100000    0000111111011100     0000110000000100
5790  0    1      0f        000   b1959a63     1     00000005     0    619f21c3   00000000      1    0000000000100000    0000111111011100     0000110000000100
5796  0    1      0f        000   b1959a63     1     00000005     0    619f21c3   00000000      1    0000000000100000    0000001111011000     0000001100001000
5806  0    1      0f        000   b1959a63     1     00000005     0    fc2c36f8   35662d6a      1    0000000000100000    0000000011010000     0000000011010000
5810  0    1      05        111   05e5f90b     1     2e34895c     1    fc2c36f8   35662d6a      1    0000000000100000    0000000011010000     0000000011010000
5816  0    1      05        111   05e5f90b     1     2e34895c     1    ffffffff   00000000      1    0000000000100000    1111111111011111     1100000000000001
5820  0    1      05        000   00000036     0     00000025     0    ffffffff   00000000      1    0000000000100000    1111111111011111     1100000000000001
5826  0    1      05        000   00000036     0     00000025     0    20668d40   00000000      1    0000000000100000    0011111111011110     0011000000000010
5830  0    1      36        111   4436e788     1     00000025     0    20668d40   00000000      1    0000000000100000    0011111111011110     0011000000000010
5836  0    1      36        111   4436e788     1     00000025     0    20668d40   00000000      1    0000000000100000    0000111111011100     0000110000000100
5840  0    1      36        000   4436e788     1     00000025     0    20668d40   00000000      1    0000000000100000    0000111111011100     0000110000000100
5846  0    1      36        000   4436e788     1     00000025     0    20668d40   00000000      1    0000000000100000    0000001111011000     0000001100001000
5856  0    1      36        000   4436e788     1     00000025     0    290c8752   e602dacc      1    0000000000100000    0000000011010000     0000000011010000
5860  0    1      25        111   7c8eb5f9     1     62490fc4     1    290c8752   e602dacc      1    0000000000100000    0000000011010000     0000000011010000
5866  0    1      25        111   7c8eb5f9     1     62490fc4     1    ffffffff   ffffffff      1    0000000000100000    1111111111011111     1100000000000001
5870  0    1      25        000   0000000c     0     00000028     0    ffffffff   ffffffff      1    0000000000100000    1111111111011111     1100000000000001
