                                                                            D-MEM Bus &
Cycle:      IF      |     ID      |     EX      |     MEM     |     WB      Reg Result
  240:  128:add     | 124:mul     | 120:add     | 116:mul     | 112:slti    r6=1  BUS_LOAD  MEM[120] accepted 1
  241:  132:mul     | 128:add     | 124:mul     | 120:add     | 116:mul     r11=1567896300  BUS_LOAD  MEM[128] accepted 1
  242:  136:add     | 132:mul     | 128:add     | 124:mul     | 120:add     r11=1757708841  BUS_LOAD  MEM[128] accepted 1
  243:  140:mul     | 136:add     | 132:mul     | 128:add     | 124:mul     r12=-1092562299  BUS_LOAD  MEM[136] accepted 1
  244:  144:add     | 140:mul     | 136:add     | 132:mul     | 128:add     r12=-902749758  BUS_LOAD  MEM[136] accepted 1
  245:  148:srli    | 144:add     | 140:mul     | 136:add     | 132:mul     r13=488881338  BUS_LOAD  MEM[144] accepted 1
  246:  152:srli    | 148:srli    | 144:add     | 140:mul     | 136:add     r13=678693879  BUS_LOAD  MEM[144] accepted 1
  247:  156:srli    | 152:srli    | 148:srli    | 144:add     | 140:mul     r2=1035576091  BUS_LOAD  MEM[152] accepted 1
  248:  160:srli    | 156:srli    | 152:srli    | 148:srli    | 144:add     r2=1225388632  BUS_LOAD  MEM[152] accepted 1
  249:  164:addi    | 160:srli    | 156:srli    | 152:srli    | 148:srli    r11=26820  BUS_LOAD  MEM[160] accepted 1
  250:  168:bne     | 164:addi    | 160:srli    | 156:srli    | 152:srli    r12=51761  BUS_LOAD  MEM[160] accepted 1
  251:  172:wfi     | 168:bne     | 164:addi    | 160:srli    | 156:srli    r13=10356  BUS_LOAD  MEM[168] accepted 1
  252:  176:invalid | 172:wfi     | 168:bne     | 164:addi    | 160:srli    r14=18697  BUS_LOAD  MEM[168] accepted 1
  253:  180:-       |   0:-       |   0:-       | 168:bne     | 164:addi    r1=237  BUS_LOAD  MEM[176] accepted 1
  254:  108:addi    | 180:-       |   0:-       |   0:-       | 168:bne     BUS_LOAD  MEM[104] accepted 1
  255:  112:slti    | 108:addi    | 180:-       |   0:-       |   0:-       BUS_LOAD  MEM[104] accepted 1
  256:  116:mul     | 112:slti    | 108:addi    | 180:-       |   0:-       BUS_LOAD  MEM[112] accepted 1
  257:  120:add     | 116:mul     | 112:slti    | 108:addi    | 180:-       BUS_LOAD  MEM[112] accepted 1
  258:  124:mul     | 120:add     | 116:mul     | 112:slti    | 108:addi    r5=13  BUS_LOAD  MEM[120] accepted 1
  259:  128:add     | 124:mul     | 120:add     | 116:mul     | 112:slti    r6=1  BUS_LOAD  MEM[120] accepted 1
  260:  132:mul     | 128:add     | 124:mul     | 120:add     | 116:mul     r11=166789368  BUS_LOAD  MEM[128] accepted 1
  261:  136:add     | 132:mul     | 128:add     | 124:mul     | 120:add     r11=356601909  BUS_LOAD  MEM[128] accepted 1
  262:  140:mul     | 136:add     | 132:mul     | 128:add     | 124:mul     r12=2143329  BUS_LOAD  MEM[136] accepted 1
  263:  144:add     | 140:mul     | 136:add     | 132:mul     | 128:add     r12=191955870  BUS_LOAD  MEM[136] accepted 1
  264:  148:srli    | 144:add     | 140:mul     | 136:add     | 132:mul     r13=-808635610  BUS_LOAD  MEM[144] accepted 1
  265:  152:srli    | 148:srli    | 144:add     | 140:mul     | 136:add     r13=-618823069  BUS_LOAD  MEM[144] accepted 1
  266:  156:srli    | 152:srli    | 148:srli    | 144:add     | 140:mul     r2=-1361187881  BUS_LOAD  MEM[152] accepted 1
  267:  160:srli    | 156:srli    | 152:srli    | 148:srli    | 144:add     r2=-1171375340  BUS_LOAD  MEM[152] accepted 1
  268:  164:addi    | 160:srli    | 156:srli    | 152:srli    | 148:srli    r11=5441  BUS_LOAD  MEM[160] accepted 1
  269:  168:bne     | 164:addi    | 160:srli    | 156:srli    | 152:srli    r12=2929  BUS_LOAD  MEM[160] accepted 1
  270:  172:wfi     | 168:bne     | 164:addi    | 160:srli    | 156:srli    r13=56093  BUS_LOAD  MEM[168] accepted 1
  271:  176:invalid | 172:wfi     | 168:bne     | 164:addi    | 160:srli    r14=47662  BUS_LOAD  MEM[168] accepted 1
  272:  180:-       |   0:-       |   0:-       | 168:bne     | 164:addi    r1=253  BUS_LOAD  MEM[176] accepted 1
  273:  108:addi    | 180:-       |   0:-       |   0:-       | 168:bne     BUS_LOAD  MEM[104] accepted 1
  274:  112:slti    | 108:addi    | 180:-       |   0:-       |   0:-       BUS_LOAD  MEM[104] accepted 1
  275:  116:mul     | 112:slti    | 108:addi    | 180:-       |   0:-       BUS_LOAD  MEM[112] accepted 1
  276:  120:add     | 116:mul     | 112:slti    | 108:addi    | 180:-       BUS_LOAD  MEM[112] accepted 1
  277:  124:mul     | 120:add     | 116:mul     | 112:slti    | 108:addi    r5=14  BUS_LOAD  MEM[120] accepted 1
  278:  128:add     | 124:mul     | 120:add     | 116:mul     | 112:slti    r6=1  BUS_LOAD  MEM[120] accepted 1
  279:  132:mul     | 128:add     | 124:mul     | 120:add     | 116:mul     r11=-233954620  BUS_LOAD  MEM[128] accepted 1
  280:  136:add     | 132:mul     | 128:add     | 124:mul     | 120:add     r11=-44142079  BUS_LOAD  MEM[128] accepted 1
  281:  140:mul     | 136:add     | 132:mul     | 128:add     | 124:mul     r12=1013406461  BUS_LOAD  MEM[136] accepted 1
  282:  144:add     | 140:mul     | 136:add     | 132:mul     | 128:add     r12=1203219002  BUS_LOAD  MEM[136] accepted 1
  283:  148:srli    | 144:add     | 140:mul     | 136:add     | 132:mul     r13=-1016390830  BUS_LOAD  MEM[144] accepted 1
  284:  152:srli    | 148:srli    | 144:add     | 140:mul     | 136:add     r13=-826578289  BUS_LOAD  MEM[144] accepted 1
  285:  156:srli    | 152:srli    | 148:srli    | 144:add     | 140:mul     r2=-741695661  BUS_LOAD  MEM[152] accepted 1
  286:  160:srli    | 156:srli    | 152:srli    | 148:srli    | 144:add     r2=-551883120  BUS_LOAD  MEM[152] accepted 1
  287:  164:addi    | 160:srli    | 156:srli    | 152:srli    | 148:srli    r11=64862  BUS_LOAD  MEM[160] accepted 1
  288:  168:bne     | 164:addi    | 160:srli    | 156:srli    | 152:srli    r12=18359  BUS_LOAD  MEM[160] accepted 1
  289:  172:wfi     | 168:bne     | 164:addi    | 160:srli    | 156:srli    r13=52923  BUS_LOAD  MEM[168] accepted 1
  290:  176:invalid | 172:wfi     | 168:bne     | 164:addi    | 160:srli    r14=57114  BUS_LOAD  MEM[168] accepted 1
  291:  180:-       |   0:-       |   0:-       | 168:bne     | 164:addi    r1=269  BUS_LOAD  MEM[176] accepted 1
  292:  108:addi    | 180:-       |   0:-       |   0:-       | 168:bne     BUS_LOAD  MEM[104] accepted 1
  293:  112:slti    | 108:addi    | 180:-       |   0:-       |   0:-       BUS_LOAD  MEM[104] accepted 1
  294:  116:mul     | 112:slti    | 108:addi    | 180:-       |   0:-       BUS_LOAD  MEM[112] accepted 1
  295:  120:add     | 116:mul     | 112:slti    | 108:addi    | 180:-       BUS_LOAD  MEM[112] accepted 1
  296:  124:mul     | 120:add     | 116:mul     | 112:slti    | 108:addi    r5=15  BUS_LOAD  MEM[120] accepted 1
  297:  128:add     | 124:mul     | 120:add     | 116:mul     | 112:slti    r6=1  BUS_LOAD  MEM[120] accepted 1
  298:  132:mul     | 128:add     | 124:mul     | 120:add     | 116:mul     r11=-190790576  BUS_LOAD  MEM[128] accepted 1
  299:  136:add     | 132:mul     | 128:add     | 124:mul     | 120:add     r11=-978035  BUS_LOAD  MEM[128] accepted 1
  300:  140:mul     | 136:add     | 132:mul     | 128:add     | 124:mul     r12=2057388633  BUS_LOAD  MEM[136] accepted 1
  301:  144:add     | 140:mul     | 136:add     | 132:mul     | 128:add     r12=-2047766122  BUS_LOAD  MEM[136] accepted 1
  302:  148:srli    | 144:add     | 140:mul     | 136:add     | 132:mul     r13=-1527512770  BUS_LOAD  MEM[144] accepted 1
  303:  152:srli    | 148:srli    | 144:add     | 140:mul     | 136:add     r13=-1337700229  BUS_LOAD  MEM[144] accepted 1
  304:  156:srli    | 152:srli    | 148:srli    | 144:add     | 140:mul     r2=1550326159  BUS_LOAD  MEM[152] accepted 1
  305:  160:srli    | 156:srli    | 152:srli    | 148:srli    | 144:add     r2=1740138700  BUS_LOAD  MEM[152] accepted 1
  306:  164:addi    | 160:srli    | 156:srli    | 152:srli    | 148:srli    r11=65521  BUS_LOAD  MEM[160] accepted 1
  307:  168:bne     | 164:addi    | 160:srli    | 156:srli    | 152:srli    r12=34289  BUS_LOAD  MEM[160] accepted 1
  308:  172:wfi     | 168:bne     | 164:addi    | 160:srli    | 156:srli    r13=45124  BUS_LOAD  MEM[168] accepted 1
  309:  176:invalid | 172:wfi     | 168:bne     | 164:addi    | 160:srli    r14=26552  BUS_LOAD  MEM[168] accepted 1
  310:  180:-       |   0:-       |   0:-       | 168:bne     | 164:addi    r1=285  BUS_LOAD  MEM[176] accepted 1
  311:  108:addi    | 180:-       |   0:-       |   0:-       | 168:bne     BUS_LOAD  MEM[104] accepted 1
  312:  112:slti    | 108:addi    | 180:-       |   0:-       |   0:-       BUS_LOAD  MEM[104] accepted 1
  313:  116:mul     | 112:slti    | 108:addi    | 180:-       |   0:-       BUS_LOAD  MEM[112] accepted 1
  314:  120:add     | 116:mul     | 112:slti    | 108:addi    | 180:-       BUS_LOAD  MEM[112] accepted 1
  315:  124:mul     | 120:add     | 116:mul     | 112:slti    | 108:addi    r5=16  BUS_LOAD  MEM[120] accepted 1
  316:  128:add     | 124:mul     | 120:add     | 116:mul     | 112:slti    r6=0  BUS_LOAD  MEM[120] accepted 1
  317:  132:mul     | 128:add     | 124:mul     | 120:add     | 116:mul     r11=-376712804  BUS_LOAD  MEM[128] accepted 1
  318:  136:add     | 132:mul     | 128:add     | 124:mul     | 120:add     r11=-186900263  BUS_LOAD  MEM[128] accepted 1
  319:  140:mul     | 136:add     | 132:mul     | 128:add     | 124:mul     r12=1481746037  BUS_LOAD  MEM[136] accepted 1
  320:  144:add     | 140:mul     | 136:add     | 132:mul     | 128:add     r12=1671558578  BUS_LOAD  MEM[136] accepted 1
  321:  148:srli    | 144:add     | 140:mul     | 136:add     | 132:mul     r13=-1738919702  BUS_LOAD  MEM[144] accepted 1
  322:  152:srli    | 148:srli    | 144:add     | 140:mul     | 136:add     r13=-1549107161  BUS_LOAD  MEM[144] accepted 1
  323:  156:srli    | 152:srli    | 148:srli    | 144:add     | 140:mul     r2=-1553238389  BUS_LOAD  MEM[152] accepted 1
  324:  160:srli    | 156:srli    | 152:srli    | 148:srli    | 144:add     r2=-1363425848  BUS_LOAD  MEM[152] accepted 1
  325:  164:addi    | 160:srli    | 156:srli    | 152:srli    | 148:srli    r11=62684  BUS_LOAD  MEM[160] accepted 1
  326:  168:bne     | 164:addi    | 160:srli    | 156:srli    | 152:srli    r12=25505  BUS_LOAD  MEM[160] accepted 1
  327:  172:wfi     | 168:bne     | 164:addi    | 160:srli    | 156:srli    r13=41898  BUS_LOAD  MEM[168] accepted 1
  328:  176:invalid | 172:wfi     | 168:bne     | 164:addi    | 160:srli    r14=44731  BUS_LOAD  MEM[168] accepted 1
  329:  180:invalid | 176:invalid | 172:wfi     | 168:bne     | 164:addi    r1=301  BUS_LOAD  MEM[176] accepted 1
  330:  184:invalid | 180:invalid | 176:-       | 172:wfi     | 168:bne     BUS_LOAD  MEM[176] accepted 1
  331:  188:-       | 184:invalid | 180:-       | 176:-       | 172:wfi     BUS_LOAD  MEM[184] accepted 1
